"id","printed","normalized","host","pdfPageStart","pdfPageEnd","printedPage","chapter","nearbyProject","contextClassification","nearbyText","sourceLineIndex"
"URL-OCC-0218","http://www.opencontentalliance.org/","http://www.opencontentalliance.org/","","134","134","119","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Open Content Alliance","initiative / declaration / policy",".cfm?Section=American_Libraries&template=/ContentManagement/Content Display.cfm&ContentID=108705. 65. Open Access Alliance, http://www.opencontentalliance.org/; “The Open Content Alliance,” SPARC Open Access Newsletter, no. 91 (November 2, 2005), http://www.earlham.edu/~peters/fos/newsletter/11-02-05.htm.","52"
"URL-OCC-0219","http://www.earlham.edu/~peters/fos/newsletter/11-02-05.htm","http://www.earlham.edu/~peters/fos/newsletter/11-02-05.htm","","134","134","119","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Peter Suber / Earlham College","initiative / declaration / policy","65. Open Access Alliance, http://www.opencontentalliance.org/; “The Open Content Alliance,” SPARC Open Access Newsletter, no. 91 (November 2, 2005), http://www.earlham.edu/~peters/fos/newsletter/11-02-05.htm. Countering Enclosure 119","54"
"URL-OCC-0220","http://www.clir.org/pubs/clirinhouse/house19.html","http://www.clir.org/pubs/clirinhouse/house19.html","","135","135","120","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Council on Library and Information Resources","project / organization homepage","(November–December 2003), http://www.clir.org/pubs/ clirinhouse/house19.html. 67. Philip Pothen, “Building a Common Information Environment,” CILIP Library/Information","7"
"URL-OCC-0221","http://www.cilip.org.uk/publications/updatemagazine/archive/archive2003/december/update0312d.htm","http://www.cilip.org.uk/publications/updatemagazine/archive/archive2003/december/update0312d.htm","","135","135","120","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Chartered Institute of Library and Information Professionals","repository / archive / digital library","(December 2003), http://www.cilip.org.uk/ publications/updatemagazine/archive/archive2003/december/update0312d.htm 68. National Science Foundation, “The National Science Digital Library: About NSDL,” http://nsdl.org/about/index.php; Lee Zia, “The NSF National Science,","14"
"URL-OCC-0222","http://nsdl.org/about/index.php","http://nsdl.org/about/index.php","","135","135","120","4 - Countering Enclosure: Reclaiming the Knowledge Commons","National Science Digital Library","repository / archive / digital library","publications/updatemagazine/archive/archive2003/december/update0312d.htm 68. National Science Foundation, “The National Science Digital Library: About NSDL,” http://nsdl.org/about/index.php; Lee Zia, “The NSF National Science, Technology, Engineering, and Mathematics Education Digital Library (NSDL) Program: New Projects and a Progress Report,” D-Lib Magazine 7/11 (Novem-","17"
"URL-OCC-0223","http://www.dlib.org/dlib/november01/zia/11zia.html","http://www.dlib.org/dlib/november01/zia/11zia.html","","135","135","120","4 - Countering Enclosure: Reclaiming the Knowledge Commons","D-Lib Magazine","repository / archive / digital library","Technology, Engineering, and Mathematics Education Digital Library (NSDL) Program: New Projects and a Progress Report,” D-Lib Magazine 7/11 (Novem- ber 2001), http://www.dlib.org/dlib/november01/zia/11zia.html. 69. See http://www.digitalpromise.org. See also Thomas Kalil, Designing a Digital Opportunity Investment Trust: An Information Commons for e-","20"
"URL-OCC-0224","http://www.digitalpromise.org","http://www.digitalpromise.org","","135","135","120","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Digital Promise","article / report / publication","Program: New Projects and a Progress Report,” D-Lib Magazine 7/11 (Novem- ber 2001), http://www.dlib.org/dlib/november01/zia/11zia.html. 69. See http://www.digitalpromise.org. See also Thomas Kalil, Designing a Digital Opportunity Investment Trust: An Information Commons for e- Learning (Washington, DC: New America Foundation, June 2002), http://","21"
"URL-OCC-0225","http://www.newamerica.net/index.cfm?sec=programs&pg=article&pubID=848&T2=Article","http://www.newamerica.net/index.cfm?sec=programs&pg=article&pubID=848&T2=Article","","135","135","120","4 - Countering Enclosure: Reclaiming the Knowledge Commons","New America Foundation","article / report / publication","69. See http://www.digitalpromise.org. See also Thomas Kalil, Designing a Digital Opportunity Investment Trust: An Information Commons for e- Learning (Washington, DC: New America Foundation, June 2002), http:// www.newamerica.net/index.cfm?sec=programs&pg=article&pubID=848&T2= Article. A bill to support this effort, “The Digital Opportunity (HR2512) Trust Act,” was introduced in the House of Reprentatives on May 19, 2005. 70. Donald Waters, chapter 6, this volume.","23"
"URL-OCC-0226","http://lockss.stanford.edu/","http://lockss.stanford.edu/","","135","135","120","4 - Countering Enclosure: Reclaiming the Knowledge Commons","LOCKSS","educational / reference resource","Act,” was introduced in the House of Reprentatives on May 19, 2005. 70. Donald Waters, chapter 6, this volume. 71. LOCKSS [website]. http://lockss.stanford.edu/. 72. For more background on learning communities, see John Seely Brown and Paul Duguid, “Universities in the Digital Age,” in Brian L. Hawkins and Patri-","28"
"URL-OCC-0227","http://www.clir.org/pubs/reports/pub122/pub122web.pdf","http://www.clir.org/pubs/reports/pub122/pub122web.pdf","","135","135","120","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Council on Library and Information Resources","article / report / publication","63/3 (March 2002): 190–192. 73. Scott Bennett, Libraries Designed for Learning (Washington, DC: Council on Library and Information Resources, November 2003), 43–44, http:// www.clir.org/pubs/reports/pub122/pub122web.pdf. 74. Donald Beagle, “Extending the Information Commons: From Instructional Testbed to Internet2,” Journal of Academic Librarianship 28/5 (September","42"
"URL-OCC-0228","http://www.universitycollege.iupui.edu/frameindex.asp?LostChild=http://www.universitycollege.iupui.edu/LC/","http://www.universitycollege.iupui.edu/frameindex.asp?LostChild=http://www.universitycollege.iupui.edu/LC/","","136","136","121","4 - Countering Enclosure: Reclaiming the Knowledge Commons","IUPUI University College","initiative / declaration / policy","Libraries News 62/10 (November 2001): 1008–1011. See also “IUPUI First Year Seminars,” http://www.universitycollege.iupui.edu/frameindex.asp?LostChild= http://www.universitycollege.iupui.edu/LC/. 77. The Information Access Alliance website, http://www.informationaccess. org/.","7"
"URL-OCC-0229","http://www.informationaccess.org/","http://www.informationaccess.org/","","136","136","121","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Information Access Alliance","initiative / declaration / policy","http://www.universitycollege.iupui.edu/frameindex.asp?LostChild= http://www.universitycollege.iupui.edu/LC/. 77. The Information Access Alliance website, http://www.informationaccess. org/. 78. Association of College and Research Libraries, Association of Research Libraries, SPARC, Create Change: New Systems of Scholarly Communication","9"
"URL-OCC-0230","http://www.arl.org/create/resources/CreateChange2003.pdf","http://www.arl.org/create/resources/CreateChange2003.pdf","","136","136","121","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Association of Research Libraries / SPARC","article / report / publication","Libraries, SPARC, Create Change: New Systems of Scholarly Communication (Washington, DC: Association of Research Libraries, October 2003), http://www.arl.org/create/resources/CreateChange2003.pdf. 79. Association for College and Research Libraries, Scholarly Communication Toolkit (Chicago: American Library Association, 2005), http://www.ala.org/","14"
"URL-OCC-0231","http://www.ala.org/ala/acrl/acrlissues/scholarlycomm/scholarlycommunicationtoolkit/toolkit.htm","http://www.ala.org/ala/acrl/acrlissues/scholarlycomm/scholarlycommunicationtoolkit/toolkit.htm","","136","136","121","4 - Countering Enclosure: Reclaiming the Knowledge Commons","American Library Association","license / intellectual-property resource","http://www.arl.org/create/resources/CreateChange2003.pdf. 79. Association for College and Research Libraries, Scholarly Communication Toolkit (Chicago: American Library Association, 2005), http://www.ala.org/ ala/acrl/acrlissues/scholarlycomm/scholarlycommunicationtoolkit/toolkit.htm. 80. For background information and licensing forms, see Creative Commons, website, http://creativecommons.org/. See also Glenn Otis Brown, “Academic","16"
"URL-OCC-0232","http://creativecommons.org/","http://creativecommons.org/","","136","136","121","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Creative Commons","license / intellectual-property resource","ala/acrl/acrlissues/scholarlycomm/scholarlycommunicationtoolkit/toolkit.htm. 80. For background information and licensing forms, see Creative Commons, website, http://creativecommons.org/. See also Glenn Otis Brown, “Academic Digital Rights: A Walk on the Creative Commons,” Syllabus (April 1, 2003), http://www.syllabus.com/article.asp?id=7475; Richard Poynder, “Reclaiming the","19"
"URL-OCC-0233","http://www.syllabus.com/article.asp?id=7475","http://www.syllabus.com/article.asp?id=7475","","136","136","121","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Syllabus","license / intellectual-property resource","website, http://creativecommons.org/. See also Glenn Otis Brown, “Academic Digital Rights: A Walk on the Creative Commons,” Syllabus (April 1, 2003), http://www.syllabus.com/article.asp?id=7475; Richard Poynder, “Reclaiming the Digital Commons: Investigative Report,” Information Today 20/6 (June 2003): 33–35.","21"
"URL-OCC-0234","http://www.clir.org/pubs/reports/pub108/evolution.html","http://www.clir.org/pubs/reports/pub108/evolution.html","","136","136","121","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Council on Library and Information Resources","article / report / publication","84. Wendy Pradt Lougee, Diffuse Libraries: Emergent Roles for the Research Library in the Digital Age (Washington, DC: Council on Library and Informa- tion Resources, August 2002), 4, http://www.clir.org/pubs/reports/pub108/ evolution.html. 85. Ostrom and Hess, chapter 3, this volume; Hess and Ostrom, 2003. 86. “Evolution in Open Access: Biomed Central Alters Its Membership Model,”","36"
"URL-OCC-0235","http://senate.uconn.edu/Report.20040209.Budget.scholarlycommunications.htm","http://senate.uconn.edu/Report.20040209.Budget.scholarlycommunications.htm","","136","137","121","4 - Countering Enclosure: Reclaiming the Knowledge Commons","University of Connecticut Senate","article / report / publication","Change,” Library Journal Academic Newswire (February 17, 2004). 88. See, for example, University of Connecticut Faculty Senate, Report and Res- olution on the Crisis in Scholarly Communication (February 9, 2004), http:// Countering Enclosure 121 [continues on next PDF page] senate.uconn.edu/Report.20040209.Budget.scholarlycommunications.htm. See","44"
"URL-OCC-0236","senate.uconn.edu/Report.20040209.Budget.scholarlycommunications.htm","senate.uconn.edu/Report.20040209.Budget.scholarlycommunications.htm","","137","137","122","Front matter or interstitial","University of Connecticut Senate","article / report / publication","senate.uconn.edu/Report.20040209.Budget.scholarlycommunications.htm. See also Christopher A. Reed, “Just Say No to Exploitative Publishers of Science Journals,” Chronicle of Higher Education (February 20, 2004), and “One Year","1"
"URL-OCC-0237","http://www.cic.uiuc.edu/groups/CIC/archive/Report/ScholarlyCommSummitReport_Feb04.pdf","http://www.cic.uiuc.edu/groups/CIC/archive/Report/ScholarlyCommSummitReport_Feb04.pdf","","137","137","122","Front matter or interstitial","Committee on Institutional Cooperation","repository / archive / digital library","90. Committee on Institutional Cooperation (CIC), Report of the CIC Summit on Scholarly Communication in the Humanities and Social Sciences (Chicago: Committee on Institutional Cooperation December 2, 2003), http://www.cic .uiuc.edu/groups/CIC/archive/Report/ScholarlyCommSummitReport_Feb04.pdf. 91. Carol M. Rose, Property and Persuasion: Essays on the History, Theory, and Rhetoric of Ownership (Boulder, CO: Westview Press, 1994), 6.","10"
"URL-OCC-0238","http://www.law.duke.edu/boylesite/intprop.htm","http://www.law.duke.edu/boylesite/intprop.htm","","137","137","122","Front matter or interstitial","Duke University School of Law / Law and Contemporary Problems","project / organization homepage","Rhetoric of Ownership (Boulder, CO: Westview Press, 1994), 6. 92. James Boyle, “A Politics of Intellectual Property: Environmentalism for the Net?”, 1997, http://www.law.duke.edu/boylesite/intprop.htm. 93. Frederick Emrich, Welcome to Info-Commons.org (Washington, DC: American Library Association, June 2002), http://info-commons.org/arch/1/","15"
"URL-OCC-0239","Info-Commons.org","Info-Commons.org","","137","137","122","Front matter or interstitial","Info-Commons / American Library Association","project / organization homepage","92. James Boyle, “A Politics of Intellectual Property: Environmentalism for the Net?”, 1997, http://www.law.duke.edu/boylesite/intprop.htm. 93. Frederick Emrich, Welcome to Info-Commons.org (Washington, DC: American Library Association, June 2002), http://info-commons.org/arch/1/ editor.html.","16"
"URL-OCC-0240","http://info-commons.org/arch/1/editor.html","http://info-commons.org/arch/1/editor.html","","137","137","122","Front matter or interstitial","Info-Commons / American Library Association","project / organization homepage","Net?”, 1997, http://www.law.duke.edu/boylesite/intprop.htm. 93. Frederick Emrich, Welcome to Info-Commons.org (Washington, DC: American Library Association, June 2002), http://info-commons.org/arch/1/ editor.html. 122 Nancy Kranich","17"
"URL-OCC-0241","scratchdj.com","scratchdj.com","","144","144","129","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","scratchdj.com","web resource","This information system is vital and dynamic because information sharing is almost frictionless. Material is passed along at low cost with few practical or legal barriers. Jeff Dalehite, webmaster of <scratchdj.com>, is free to post the details of the early history of the phonograph without seeking the consent of his sources. Dalehite's site tells us that Thomas Edison invented the cylinder phono-","35"
"URL-OCC-0242","http://james-boyle.com","http://james-boyle.com","","155","155","140","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","James Boyle","license / intellectual-property resource","large scholarly commons indeed. Notes This work is also made available on the author's website, http://james-boyle.com, under the terms of a Creative Commons Attribution, Non-Commercial, No- Derivs License; see http://creativecommons.org/licenses/by-nc-nd/2.5/. It draws","15"
"URL-OCC-0243","http://creativecommons.org/licenses/by-nc-nd/2.5/","http://creativecommons.org/licenses/by-nc-nd/2.5/","","155","155","140","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","Creative Commons","license / intellectual-property resource","This work is also made available on the author's website, http://james-boyle.com, under the terms of a Creative Commons Attribution, Non-Commercial, No- Derivs License; see http://creativecommons.org/licenses/by-nc-nd/2.5/. It draws on sections of a manuscript in progress called “The Public Domain: An Environmentalism for Information.”","17"
"URL-OCC-0244","http://www.law.duke.edu/journals/66LCPBoyle","http://www.law.duke.edu/journals/66LCPBoyle","","155","155","140","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","Duke University School of Law / Law and Contemporary Problems","initiative / declaration / policy","the Public Domain,” Law and Contemporary Problems 66(1–2):33–74. http://www.law.duke.edu/journals/66LCPBoyle “A Manifesto on WIPO and the Future of Intellectual Property,” Duke Law and Technology Review 9(2004):1–12.","25"
"URL-OCC-0245","http://www.law.duke.edu/journals/66LCPHess","http://www.law.duke.edu/journals/66LCPHess","","155","155","140","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","Duke University School of Law / Law and Contemporary Problems","article / report / publication","2. Charlotte Hess and Elinor Ostrom, “Ideas, Artifacts, and Facilities: Infor- mation as a Common-Pool Resource,” Law and Contemporary Problems 66(1–2):111–146. http://www.law.duke.edu/journals/66LCPHess 3. Merton's own views are, in fact, much more subtle than this abbreviated account suggests. See Robert K. Merton, On Social Structure and Science","30"
"URL-OCC-0246","http://www.law.wayne.edu/litman/papers/sharing&stealing;pdf","http://www.law.wayne.edu/litman/papers/sharing&stealing;pdf","","156","156","141","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","www.law.wayne.edu","article / report / publication","http://www.law.wayne.edu/litman/papers/sharing&stealing;pdf.) See also Yochai Benkler, Coase's Penguin or Linux and the Nature of the Firm, http:// www.benkler.org/CoasesPenguin.PDF; James Boyle, “The Second Enclosure","1"
"URL-OCC-0247","http://www.benkler.org/CoasesPenguin.PDF","http://www.benkler.org/CoasesPenguin.PDF","","156","156","141","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","Yochai Benkler","article / report / publication","http://www.law.wayne.edu/litman/papers/sharing&stealing;pdf.) See also Yochai Benkler, Coase's Penguin or Linux and the Nature of the Firm, http:// www.benkler.org/CoasesPenguin.PDF; James Boyle, “The Second Enclosure Movement.” 7. Jeffrey Selingo, “When a Search Engine Isn't Enough, Call a Librarian,” New","2"
"URL-OCC-0248","http://www.hbci.com/~wenonah/history/index.html","http://www.hbci.com/~wenonah/history/index.html","","156","156","141","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","www.hbci.com","web resource","Reference & User Services Quarterly 38:4(summer 1999):360–368. 8. See http://www.hbci.com/~wenonah/history/index.html and http://www","19"
"URL-OCC-0249","http://www.elecdesign.com/","http://www.elecdesign.com/","","156","156","141","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","www.elecdesign.com","web resource","http://www.hbci.com/~wenonah/history/index.html and http://www .elecdesign.com/. 9. Litman, “Sharing and Stealing”. 10. “Law French” was an increasingly corrupt variety of Norman French used","21"
"URL-OCC-0250","http://en.wikipedia.org/wiki/Law_French","http://en.wikipedia.org/wiki/Law_French","","156","156","141","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","Wikipedia","software / technical infrastructure","in the English common law. Its users believed that its arcane terminology gave greater precision while, to outsiders, it appeared merely another way to make the legal system incomprehensible to the laity. See http://en.wikipedia.org/ wiki/Law_French and Oxford English Dictionary, 2nd ed. (Oxford: Oxford University Press, 1989). 11. Ithiel de Sola Pool, Forecasting the Telephone: A Retrospective Technology","27"
"URL-OCC-0251","http://knowledge.wharton.upenn.edu/121901_ss7.html","http://knowledge.wharton.upenn.edu/121901_ss7.html","","156","156","141","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","knowledge.wharton.upenn.edu","web resource","11. Ithiel de Sola Pool, Forecasting the Telephone: A Retrospective Technology Assessment (Norwood, NJ: ABLEX, 1983). 12. The true number was closer to 10,000,000; http://knowledge.wharton .upenn.edu/121901_ss7.html some estimates there are now closer to 1 billion cell phones worldwide. 13. Eric Von Hippel is the undisputed master of the literature on user-based","32"
"URL-OCC-0252","http://web.mit.edu/evhippel/www/democ.htm","http://web.mit.edu/evhippel/www/democ.htm","","156","156","141","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","web.mit.edu","web resource","13. Eric Von Hippel is the undisputed master of the literature on user-based innovation. See his Democratizing Innovation (Cambridge, MA: MIT Press, 2005), available in full online at http://web.mit.edu/evhippel/www/democ.htm. Allowing users to participate, formally or informally, in the shaping of reposi- tories obviously runs into a nontrivial design problem because of the “negative","37"
"URL-OCC-0253","http://edition.cnn.com/TECH/computing/9901/18/medline.idg/","http://edition.cnn.com/TECH/computing/9901/18/medline.idg/","","157","157","142","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","edition.cnn.com","project / organization homepage","that is to say, easy to fix. 15. See Elana Varon, “Medline Plus: Online Medical Info for Ordinary People,” http://edition.cnn.com/TECH/computing/9901/18/medline.idg/. “Although the National Library of Medicine has always provided information to the public, its resources, including online databases, were designed for medical professionals.","9"
"URL-OCC-0254","http://www.nlm.nih.gov/medlineplus/","http://www.nlm.nih.gov/medlineplus/","","157","157","142","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","www.nlm.nih.gov","project / organization homepage","information through the Internet, and there is growing public demand for health information.” Medline Plus can be found at http://www.nlm.nih.gov/medlineplus/. See also http://www.ncbi.nlm.nih.gov/PubMed/, a site that offers the following resources: “PubMed, a service of the National Library of Medicine, includes over 14 million","22"
"URL-OCC-0255","http://www.ncbi.nlm.nih.gov/PubMed/","http://www.ncbi.nlm.nih.gov/PubMed/","","157","157","142","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","www.ncbi.nlm.nih.gov","article / report / publication","information.” Medline Plus can be found at http://www.nlm.nih.gov/medlineplus/. See also http://www.ncbi.nlm.nih.gov/PubMed/, a site that offers the following resources: “PubMed, a service of the National Library of Medicine, includes over 14 million citations for biomedical articles back to the 1950's. These citations are from","23"
"URL-OCC-0256","http://www.arl.org/sparc/meetings/ala05mw/2005MW%20Forum%20_report","http://www.arl.org/sparc/meetings/ala05mw/2005MW%20Forum%20_report","","157","157","142","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","Association of Research Libraries / SPARC","initiative / declaration / policy","medical literature is vital for patient groups and advocates. See In the Public Interest: Open Access and Public Policy, 2005 ACRL/SPARC Forum (2005), http://www.arl.org/sparc/meetings/ala05mw/2005MW%20Forum%20_report. pdf. 17. From the Budapest Open Access Initiative website, http://www.soros.org/","34"
"URL-OCC-0257","http://www.soros.org/openaccess/","http://www.soros.org/openaccess/","","157","157","142","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","Open Society Institute / Budapest Open Access Initiative","initiative / declaration / policy","http://www.arl.org/sparc/meetings/ala05mw/2005MW%20Forum%20_report. pdf. 17. From the Budapest Open Access Initiative website, http://www.soros.org/ openaccess/. 18. Grant Gross, “Bill Seeks Free Access to Federally Funded Research.” BIO- IT World (July 1, 2003), http://www.bio-itworld.com/news/070103_report2813","36"
"URL-OCC-0258","http://www.bio-itworld.com/news/070103_report2813.html","http://www.bio-itworld.com/news/070103_report2813.html","","157","157","142","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","www.bio-itworld.com","article / report / publication","openaccess/. 18. Grant Gross, “Bill Seeks Free Access to Federally Funded Research.” BIO- IT World (July 1, 2003), http://www.bio-itworld.com/news/070103_report2813 .html. I support the overall goal of wider and freer access, but the tool chosen is a blunt and unfortunate one. 19. See Boyle, The Second Enclosure Movement; Benkler, Coase's Penguin.","39"
"URL-OCC-0259","http://www.law.duke.edu/cspd/pdf/cspdproposal.pdf","http://www.law.duke.edu/cspd/pdf/cspdproposal.pdf","","158","158","143","5 - Mertonianism Unbound? Imagining Free, Decentralized Access to Most Cultural and Scientific Material","Duke University School of Law / Law and Contemporary Problems","license / intellectual-property resource","works. And even gaining access to old films and music is often hard even for professional scholars. See “Duke Center for the Study of the Public Domain: Comments to the Copyright Office on Orphan Works,” http://www.law.duke .edu/cspd/pdf/cspdproposal.pdf. 22. See Von Hippel, Democratizing Innovation. Mertonianism Unbound?","6"
"URL-OCC-0260","http://www.ala.org/ala/acrl/acrlpubs/whitepapers/principlesstrategies.htm","http://www.ala.org/ala/acrl/acrlpubs/whitepapers/principlesstrategies.htm","","179","179","164","6 - Preserving the Knowledge Commons","American Library Association","article / report / publication","larly Communication.” http://www.ala.org/ala/acrl/acrlpubs/whitepapers/ principlesstrategies.htm. Ayre, Catherine, and Adrienne Muir. 2004. “The Right to Preserve: The Rights Issues of Digital Preservation.” D-Lib Magazine 10(3). http://www.dlib.org/dlib/","8"
"URL-OCC-0261","http://www.dlib.org/dlib/march04/ayre/03ayre.html","http://www.dlib.org/dlib/march04/ayre/03ayre.html","","179","179","164","6 - Preserving the Knowledge Commons","D-Lib Magazine","repository / archive / digital library","principlesstrategies.htm. Ayre, Catherine, and Adrienne Muir. 2004. “The Right to Preserve: The Rights Issues of Digital Preservation.” D-Lib Magazine 10(3). http://www.dlib.org/dlib/ march04/ayre/03ayre.html. Barton, Mary R., and Julie Harford Walker. 2003. “Building a Business Plan for DSpace, MIT Libraries' Digital Institutional Repository.” Journal of Digital","11"
"URL-OCC-0262","http://jodi.ecs.soton.ac.uk/Articles/v04/i02/Barton/","http://jodi.ecs.soton.ac.uk/Articles/v04/i02/Barton/","","179","179","164","6 - Preserving the Knowledge Commons","University of Southampton / Stevan Harnad","repository / archive / digital library","Barton, Mary R., and Julie Harford Walker. 2003. “Building a Business Plan for DSpace, MIT Libraries' Digital Institutional Repository.” Journal of Digital Information 4(2). http://jodi.ecs.soton.ac.uk/Articles/v04/i02/Barton/. Beagrie, Neil. 2003. National Digital Preservation Initiatives: An Overview of Developments in Australia, France, the Netherlands, and the United Kingdom","15"
"URL-OCC-0263","http://www.clir.org/pubs/reports/pub116/pub116.pdf","http://www.clir.org/pubs/reports/pub116/pub116.pdf","","179","179","164","6 - Preserving the Knowledge Commons","Council on Library and Information Resources","article / report / publication","Developments in Australia, France, the Netherlands, and the United Kingdom and of Related International Activity. Washington, DC: Council on Library and Information Resources and the Library of Congress. http://www.clir.org/pubs/ reports/pub116/pub116.pdf. Beagrie, Neil. 2005. “Plenty of Room at the Bottom? Personal Digital Libraries and Collections.” D-Lib Magazine 11(6). http://www.dlib.org/dlib/june05/","19"
"URL-OCC-0264","http://www.dlib.org/dlib/june05/beagrie/06beagrie.html","http://www.dlib.org/dlib/june05/beagrie/06beagrie.html","","179","179","164","6 - Preserving the Knowledge Commons","D-Lib Magazine","article / report / publication","reports/pub116/pub116.pdf. Beagrie, Neil. 2005. “Plenty of Room at the Bottom? Personal Digital Libraries and Collections.” D-Lib Magazine 11(6). http://www.dlib.org/dlib/june05/ beagrie/06beagrie.html. Buchanan, James M. 1965. “An Economic Theory of Clubs.” Economica, New Series, 32(125):1–14.","22"
"URL-OCC-0265","http://www.diglib.org/preserve/ejp.htm","http://www.diglib.org/preserve/ejp.htm","","179","179","164","6 - Preserving the Knowledge Commons","www.diglib.org","repository / archive / digital library","Cantara, Linda, ed. 2003. Archiving Electronic Journals: Research Funded by the Andrew W. Mellon Foundation. Washington, DC: Digital Library Federa- tion, Council on Library and Information Resources. http://www.diglib.org/ preserve/ejp.htm. Carlson, Scott. 2005. “Scholars Note ‘Decay' of Citations to Online References.” Chronicle of Higher Education 51(28):A30.","28"
"URL-OCC-0266","http://www.arl.org/sparc/IR/IR_Final_Release_102.pdf","http://www.arl.org/sparc/IR/IR_Final_Release_102.pdf","","179","179","164","6 - Preserving the Knowledge Commons","Association of Research Libraries / SPARC","initiative / declaration / policy","Crow, Raym. 2002. The Case for Institutional Repositories: A SPARC Position Paper. Release 1.0. Washington, DC: Scholarly Publishing and Academic Resources Coalition. http://www.arl.org/sparc/IR/IR_Final_Release_102.pdf. Dellavalle, Robert, Eric Hester, Lauren Heilig, Amanda Drake, Jeff Kuntzman, Marla Graber, and Lisa Schilling. 2003. “Going, Going, Gone: Lost Internet","36"
"URL-OCC-0267","http://www.portico.org/about/Portico.Overview.CENL.pdf","http://www.portico.org/about/Portico.Overview.CENL.pdf","","180","180","165","6 - Preserving the Knowledge Commons","www.portico.org","article / report / publication","Fenton, Eileen. 2005. “Overview of Portico: An Electronic Archiving Service.” Conference of European Librarians, Luxembourg, September 30, 2005. http://www.portico.org/about/Portico.Overview.CENL.pdf. Foster, Andrea L. 2003. “Elsevier's Vanishing Act.” Chronicle of Higher Education 49(18):A27.","7"
"URL-OCC-0268","http://www.jisc.ac.uk/uploaded_documents/digital-repositories-review-2005.pdf","http://www.jisc.ac.uk/uploaded_documents/digital-repositories-review-2005.pdf","","180","180","165","6 - Preserving the Knowledge Commons","www.jisc.ac.uk","article / report / publication","Heery, Rachel, and Sheila Anderson. 2005. Digital Repositories Review. A Report to Accompany the Joint Information Systems Committee Digital Repositories Programme Call in February 2005. http://www.jisc.ac.uk/uploaded _documents/digital-repositories-review-2005.pdf. Ho, James. 2005. “Hyperlink Obsolescence in Scholarly Online Journals.” Journal of Computer-Mediated Communication 10(3), article 15. http://jcmc","16"
"URL-OCC-0269","http://jcmc.indiana.edu/vol10/issue3/ho.html","http://jcmc.indiana.edu/vol10/issue3/ho.html","","180","180","165","6 - Preserving the Knowledge Commons","Indiana University","article / report / publication","_documents/digital-repositories-review-2005.pdf. Ho, James. 2005. “Hyperlink Obsolescence in Scholarly Online Journals.” Journal of Computer-Mediated Communication 10(3), article 15. http://jcmc .indiana.edu/vol10/issue3/ho.html. Hobbes, Thomas. [1651] 1934. Leviathan. London: J. M. Dent & Sons. Honey, Sadie L. 2005. “Preservation of Electronic Scholarly Publishing: An","19"
"URL-OCC-0270","http://www.jisc.ac.uk/uploaded_documents/ejournalsfinal.pdf","http://www.jisc.ac.uk/uploaded_documents/ejournalsfinal.pdf","","180","180","165","6 - Preserving the Knowledge Commons","www.jisc.ac.uk","license / intellectual-property resource","Jones, Maggie. 2003. Archiving E-Journals Consultancy: Final Report. Report Commissioned by the Joint Information Systems Committee (JISC). http://www.jisc.ac.uk/uploaded_documents/ejournalsfinal.pdf. Lapelerie, François. 2003. “Re: Vanishing Act.” E-mail to liblicense-l@yale.edu, January 23. http://www.library.yale.edu/~llicense/ListArchives/0301/msg00092","26"
